product	purchases	week
4710857000196	4	6
4710857000196	6	7
4710857000196	4	8
4710857000196	1	44
4710857000196	1	45
4710857000196	5	46
4710857000196	2	47
4710857000196	1	49
4710857000196	2	50
4710857000196	1	51
4710857000196	1	52
4710857000196	1	53
4710857000202	1	0
4710857000202	2	1
4710857000202	5	2
4710857000202	18	3
4710857000202	1	4
4710857000202	2	5
4710857000202	7	6
4710857000202	6	7
4710857000202	5	8
4710857000202	1	44
4710857000202	1	45
4710857000202	7	46
4710857000202	6	47
4710857000202	5	48
4710857000202	1	49
4710857000202	2	50
4710857000202	3	51
4710857000202	1	52
4710857472511	3	8
4710857472511	4	44
4710857472511	1	46
4710857472511	1	47
4710857472511	1	48
4710857472511	3	50
4710857472535	1	7
4710857472535	7	44
4710857472535	1	45
4710857472535	5	47
4710857472535	2	48
4710857472535	3	50
4710857472535	1	51
4710857472634	16	0
4710857472634	25	1
4710857472634	37	2
4710857472634	44	3
4710857472634	29	4
4710857472634	20	5
4710857472634	22	6
4710857472634	27	7
4710857472634	11	8
4710857472634	32	44
4710857472634	95	45
4710857472634	69	46
4710857472634	42	47
4710857472634	48	48
4710857472634	31	49
4710857472634	46	50
4710857472634	31	51
4710857472634	19	52
4710857472634	19	53
4710857472665	1	0
4710857472665	7	1
4710857472665	8	2
4710857472665	11	3
4710857472665	3	4
4710857472665	5	5
4710857472665	2	6
4710857472665	1	7
4710857472665	4	8
4710857472665	3	44
4710857472665	5	45
4710857472665	3	46
4710857472665	2	47
4710857472665	4	48
4710857472665	4	49
4710857472665	2	50
4710857472665	4	52
4710857472665	2	53
4710857472689	2	0
4710857472689	2	1
4710857472689	7	2
4710857472689	17	3
4710857472689	2	4
4710857472689	4	5
4710857472689	4	6
4710857472689	1	7
4710857472689	1	8
4710857472689	3	44
4710857472689	1	45
4710857472689	1	46
4710857472689	2	47
4710857472689	2	48
4710857472689	4	50
4710857472689	3	51
4710857472689	2	52
4710857472689	3	53
4710861100011	6	0
4710861100011	7	1
4710861100011	11	2
4710861100011	7	3
4710861100011	6	4
4710861100011	9	5
4710861100011	7	6
4710861100011	6	7
4710861100011	4	8
4710861100011	15	44
4710861100011	8	45
4710861100011	16	46
4710861100011	6	47
4710861100011	1	48
4710861100011	18	50
4710861100011	7	51
4710861100028	4	0
4710861100028	3	1
4710861100028	8	2
4710861100028	1	3
4710861100028	2	4
4710861100028	8	5
4710861100028	6	6
4710861100028	5	7
4710861100028	3	8
4710861100028	12	44
4710861100028	14	45
4710861100028	9	46
4710861100028	8	47
4710861100028	14	48
4710861100028	8	49
4710861100028	10	50
4710861100028	1	51
4710861100028	1	52
4710861700020	2	1
4710861700020	8	2
4710861700020	3	3
4710861700020	2	4
4710861700020	5	5
4710861700020	3	6
4710861700020	6	7
4710861700020	4	8
4710861700020	4	44
4710861700020	4	45
4710861700020	3	46
4710861700020	9	47
4710861700020	9	48
4710861700020	10	49
4710861700020	4	50
4710861700020	2	51
4710861700020	3	52
4710861700259	3	0
4710861700259	4	2
4710861700259	3	3
4710861700259	1	4
4710861700259	3	5
4710861700259	5	6
4710861700259	8	7
4710861700259	4	8
4710861700259	6	44
4710861700259	5	45
4710861700259	9	46
4710861700259	9	47
4710861700259	9	48
4710861700259	5	49
4710861700259	2	50
4710861700259	3	52
4710862806011	2	0
4710862806011	2	1
4710862806011	15	2
4710862806011	25	3
4710862806295	3	1
4710862806295	9	2
4710862806295	2	52
4710866000507	32	44
4710866000507	63	45
4710866000507	47	46
4710866000507	78	47
4710866000507	9	48
4710867123526	2	2
4710867123526	2	3
4710867123526	1	4
4710867123526	3	5
4710867123526	1	6
4710867123526	1	8
4710867123526	2	45
4710867123526	2	46
4710867123526	3	47
4710867123526	1	48
4710867123526	1	49
4710867123526	1	52
4710868501019	10	0
4710868501019	6	1
4710868501019	19	2
4710868501019	15	3
4710868501019	6	4
4710868501019	11	5
4710868501019	9	6
4710868501019	8	7
4710868501019	8	8
4710868501019	5	44
4710868501019	8	45
4710868501019	10	46
4710868501019	15	47
4710868501019	12	48
4710868501019	8	49
4710868501019	8	50
4710868501019	3	51
4710868501019	8	52
4710868501019	2	53
4710868501026	5	0
4710868501026	3	1
4710868501026	12	2
4710868501026	12	3
4710868501026	4	4
4710868501026	5	5
4710868501026	8	6
4710868501026	11	7
4710868501026	5	8
4710868501026	5	45
4710868501026	7	46
4710868501026	5	47
4710868501026	8	48
4710868501026	9	49
4710868501026	9	50
4710868501026	1	51
4710868501026	6	52
4710868501026	2	53
4710868501057	5	0
4710868501057	11	2
4710868501057	12	3
4710868501057	11	4
4710868501057	7	5
4710868501057	5	6
4710868501057	12	7
4710868501057	4	8
4710868501057	4	44
4710868501057	11	45
4710868501057	4	46
4710868501057	19	47
4710868501057	11	48
4710868501057	7	49
4710868501057	8	50
4710868501057	5	51
4710868501057	10	52
4710868501057	2	53
4710868501361	1	0
4710868501361	6	1
4710868501361	9	2
4710868501361	13	3
4710868501361	5	4
4710868501361	3	5
4710868501361	1	6
4710868501361	4	7
4710868501361	5	8
4710868501361	1	44
4710868501361	4	45
4710868501361	10	46
4710868501361	6	47
4710868501361	6	48
4710868501361	4	49
4710868501361	6	50
4710868501361	2	51
4710868501361	3	52
4710868501361	1	53
4710868501583	1	0
4710868501583	4	1
4710868501583	4	2
4710868501583	4	3
4710868501583	1	4
4710868501583	4	5
4710868501583	4	6
4710868501583	3	7
4710868501583	1	8
4710868501583	1	44
4710868501583	3	45
4710868501583	2	46
4710868501583	3	47
4710868501583	3	48
4710868501583	2	49
4710868501583	2	50
4710868501583	1	51
4710868501583	1	53
4710868501590	4	0
4710868501590	12	1
4710868501590	21	2
4710868501590	14	3
4710868501590	7	4
4710868501590	9	5
4710868501590	8	6
4710868501590	6	7
4710868501590	12	8
4710868501590	6	44
4710868501590	5	45
4710868501590	5	46
4710868501590	13	47
4710868501590	4	48
4710868501590	8	49
4710868501590	3	50
4710868501590	7	51
4710868501590	4	52
4710868501606	1	0
4710868501606	5	1
4710868501606	21	2
4710868501606	16	3
4710868501606	3	4
4710868501606	13	5
4710868501606	10	6
4710868501606	8	7
4710868501606	5	8
4710868501606	5	44
4710868501606	6	45
4710868501606	6	46
4710868501606	11	47
4710868501606	9	48
4710868501606	2	49
4710868501606	6	50
4710868501606	3	51
4710868501606	7	52
4710868502160	3	1
4710868502160	3	2
4710868502160	4	3
4710868502160	1	4
4710868502160	1	6
4710868502160	1	7
4710868502160	1	8
4710868502160	1	44
4710868502160	1	45
4710868502160	2	46
4710868502160	3	48
4710868502160	1	49
4710868502160	1	50
4710868502160	1	51
4710868503105	3	0
4710868503105	2	1
4710868503105	3	2
4710868503105	3	3
4710868503105	1	4
4710868503105	2	5
4710868503105	2	6
4710868503105	3	7
4710868503105	1	8
4710868503105	2	44
4710868503105	3	45
4710868503105	1	47
4710868503105	1	48
4710868503105	6	49
4710868503105	1	50
4710868503105	3	51
4710868503105	3	52
4710868503105	1	53
4710868503181	2	0
4710868503181	2	1
4710868503181	6	2
4710868503181	3	3
4710868503181	1	4
4710868503181	2	5
4710868503181	3	7
4710868503181	3	44
4710868503181	8	45
4710868503181	2	46
4710868503181	7	47
4710868503181	6	48
4710868503181	4	49
4710868503181	4	50
4710868503181	1	52
4710868503198	1	0
4710868503198	7	1
4710868503198	12	2
4710868503198	13	3
4710868503198	8	4
4710868503198	2	5
4710868503198	4	6
4710868503198	3	7
4710868503198	2	8
4710868503198	3	44
4710868503198	8	45
4710868503198	5	46
4710868503198	6	47
4710868503198	3	48
4710868503198	4	49
4710868503198	4	50
4710868503198	3	51
4710868503198	3	52
4710868503198	2	53
4710868503204	2	0
4710868503204	4	1
4710868503204	13	2
4710868503204	9	3
4710868503204	4	4
4710868503204	5	5
4710868503204	3	6
4710868503204	5	7
4710868503204	4	8
4710868503204	2	44
4710868503204	5	45
4710868503204	5	46
4710868503204	4	47
4710868503204	4	48
4710868503204	6	49
4710868503204	7	50
4710868503204	5	51
4710868503204	1	52
4710868503204	2	53
4710868503815	1	1
4710868503815	2	3
4710868503815	1	4
4710868503815	1	47
4710868503815	1	48
4710868503815	2	49
4710868503815	1	50
4710868505208	1	0
4710868505208	1	2
4710868505208	1	3
4710868505208	2	48
4710868505208	1	49
4710868505208	1	50
4710868505277	2	48
4710868505277	1	49
4710868505277	2	50
4710868506168	1	7
4710868506168	3	8
4710868506175	2	1
4710868506175	3	2
4710868506175	3	3
4710868506175	3	4
4710868506175	3	6
4710868506175	1	7
4710868506175	2	8
4710868506175	3	44
4710868506175	1	45
4710868506175	4	47
4710868506175	2	48
4710868506175	2	49
4710868506175	6	50
4710868506175	4	51
4710868506175	1	52
4710868506182	2	0
4710868506182	2	1
4710868506182	1	2
4710868506182	2	3
4710868506182	1	5
4710868506182	2	6
4710868506182	1	7
4710868506182	1	8
4710868506182	1	44
4710868506182	1	45
4710868506182	1	46
4710868506182	5	47
4710868506182	2	48
4710868506182	1	49
4710868506182	2	50
4710868506182	5	51
4710868506182	1	52
4710868506182	1	53
4710868506199	1	1
4710868506199	5	2
4710868506199	4	3
4710868506199	1	6
4710868506199	1	8
4710868506199	3	45
4710868506199	1	46
4710868506199	2	47
4710868506199	1	48
4710868506199	3	49
4710868506199	2	50
4710868506199	4	52
4710868506199	1	53
4710868506885	3	0
4710868506885	4	1
4710868506885	8	2
4710868506885	18	3
4710868506885	2	4
4710868506885	4	5
4710868506885	4	6
4710868506885	4	7
4710868506885	1	8
4710868506885	1	44
4710868506885	5	45
4710868506885	2	46
4710868506885	2	47
4710868506885	2	48
4710868506885	4	49
4710868506885	6	50
4710868506885	1	52
4710868509060	1	0
4710868509060	1	2
4710868509060	2	3
4710868509060	1	4
4710868509060	1	5
4710868509060	3	6
4710868509060	1	7
4710868509060	1	8
4710868509060	1	45
4710868509060	1	49
4710868509060	1	50
4710868509060	1	51
4710868509237	2	2
4710868509237	1	3
4710868509237	1	6
4710868509237	1	7
4710868509237	3	8
4710868509237	1	44
4710868509237	1	45
4710868509237	1	48
4710868509237	1	50
4710868509237	1	52
4710868512299	1	0
4710868512299	1	3
4710868512299	1	7
4710868512305	1	3
4710868512305	1	5
4710868512305	1	7
4710868512305	1	46
4710868512305	1	47
4710871000165	6	0
4710871000165	8	1
4710871000165	16	2
4710871000165	10	3
4710871000165	3	4
4710871000165	5	5
4710871000165	6	6
4710871000165	15	7
4710871000165	8	8
4710871000165	56	44
4710871000165	220	45
4710871000165	229	46
4710871000165	52	47
4710871000165	3	48
4710871000165	7	51
4710871000165	6	52
4710871000165	8	53
4710871000189	2	0
4710871000189	2	1
4710871000189	1	3
4710871000189	2	4
4710871000189	2	5
4710871000189	1	44
4710871000189	3	46
4710871000189	1	47
4710871000189	1	48
4710871000189	1	50
4710871000189	1	51
4710871000202	1	0
4710871000202	1	1
4710871000202	1	2
4710871000202	1	4
4710871000202	3	8
4710871000202	1	46
4710871000202	1	47
4710871000202	1	48
4710871000202	2	49
4710871000202	1	52
4710871000295	1	0
4710871000295	3	1
4710871000295	2	2
4710871000295	3	3
4710871000295	2	4
4710871000295	1	5
4710871000295	2	6
4710871000295	4	7
4710871000295	1	8
4710871000295	2	44
4710871000295	1	45
4710871000295	2	46
4710871000295	2	47
4710871000295	1	48
4710871000295	2	49
4710871000295	2	50
4710871000295	2	51
4710871000295	4	52
4710871000295	1	53
4710871000356	5	0
4710871000356	8	1
4710871000356	9	2
4710871000356	12	3
4710871000356	3	4
4710871000356	2	5
4710871000356	4	6
4710871000356	2	7
4710871000356	1	8
4710871000356	4	44
4710871000356	4	45
4710871000356	6	46
4710871000356	3	47
4710871000356	9	48
4710871000356	2	49
4710871000356	3	50
4710871000356	8	51
4710871000356	2	52
4710871000356	1	53
4710879095132	3	44
4710879095132	4	45
4710879095132	1	46
4710879095132	1	48
4710879095132	1	50
4710879096016	1	0
4710879096016	2	1
4710879096016	2	3
4710879096016	2	44
4710879096016	4	45
4710879096016	5	46
4710879096016	1	47
4710879096016	1	50
4710879096016	1	52
4710879096085	1	0
4710879096085	1	1
4710879096085	1	44
4710879096085	3	45
4710879096085	2	46
4710879096085	3	47
4710879096085	2	48
4710879096085	5	49
4710879096085	6	50
4710879097013	4	46
4710879097013	3	47
4710879097013	1	48
4710879097013	1	49
4710879097013	1	51
4710879097112	2	44
4710879097112	1	45
4710879097112	1	46
4710879097112	1	47
4710879097112	2	48
4710879097112	1	49
4710879097112	1	50
4710879097112	1	51
4710879097112	1	53
4710883000023	1	0
4710883000023	2	1
4710883000023	8	2
4710883000023	3	3
4710883000023	3	4
4710883000023	2	5
4710883000023	1	6
4710883000023	1	8
4710883000023	2	45
4710883000023	1	46
4710883000023	2	47
4710883000023	4	48
4710883000023	2	49
4710883000023	6	50
4710883000023	1	51
4710883000061	10	0
4710883000061	2	1
4710883000061	24	2
4710883000061	16	3
4710883000061	12	4
4710883000061	14	5
4710883000061	23	6
4710883000061	21	7
4710883000061	9	8
4710883000061	9	44
4710883000061	24	45
4710883000061	22	46
4710883000061	20	47
4710883000061	9	48
4710883000061	3	52
4710883000061	4	53
4710883000092	9	0
4710883000092	22	2
4710883000092	15	3
4710883000092	11	4
4710883000092	10	5
4710883000092	12	6
4710883000092	16	7
4710883000092	2	8
4710883000092	7	44
4710883000092	16	45
4710883000092	18	47
4710883000092	6	48
4710883000092	3	52
4710883000092	2	53
4710883000108	4	0
4710883000108	8	1
4710883000108	15	2
4710883000108	16	3
4710883000108	3	4
4710883000108	4	5
4710883000108	7	6
4710883000108	6	7
4710883000108	6	8
4710883000108	6	44
4710883000108	3	45
4710883000108	8	46
4710883000108	3	47
4710883000108	3	48
4710883000108	6	49
4710883000108	6	50
4710883000108	1	51
4710883000108	3	52
4710883000108	1	53
4710883000146	3	0
4710883000146	3	1
4710883000146	4	2
4710883000146	6	3
4710883000146	2	4
4710883000146	7	5
4710883000146	6	6
4710883000146	2	7
4710883000146	2	8
4710883000146	1	44
4710883000146	1	45
4710883000146	4	47
4710883000146	1	52
4710883000221	4	0
4710883000221	3	1
4710883000221	3	2
4710883000221	4	3
4710883000221	6	4
4710883000221	5	5
4710883000221	3	6
4710883000221	1	7
4710883000221	3	8
4710883000221	2	44
4710883000221	4	45
4710883000221	4	46
4710883000221	4	47
4710883000221	5	48
4710883000221	1	49
4710883000221	1	52
4710883000221	2	53
4710883100082	2	2
4710883100082	4	3
4710883100082	4	5
4710883100082	3	7
4710883100082	2	8
4710883100082	1	44
4710883100082	2	45
4710883100082	2	46
4710883100082	1	47
4710883100082	2	48
4710883100082	2	50
4710883100082	1	51
4710883100181	3	2
4710883100181	5	3
4710883100181	2	4
4710883100181	4	5
4710883100181	1	6
4710883100181	2	7
4710883100181	2	8
4710883100181	1	44
4710883100181	1	45
4710883100181	2	46
4710883100181	4	47
4710883100181	7	48
4710883100181	3	49
4710883100181	2	50
4710885212103	1	44
4710885212103	6	45
4710885212103	3	46
4710885214503	2	44
4710885311103	1	45
4710885311103	1	46
4710885311103	1	47
4710885311103	1	49
4710885332108	1	44
4710885332108	1	45
4710885332207	4	45
4710885332207	1	46
4710885332603	1	44
4710885332603	2	45
4710885332603	4	46
4710885333129	1	44
4710885646205	4	0
4710885646205	1	1
4710885646205	5	2
4710885646205	3	3
4710885646205	3	5
4710885646205	7	6
4710885646205	5	7
4710885646205	2	8
4710885646205	2	44
4710885646205	3	45
4710885646205	2	46
4710885646205	4	47
4710885646205	6	48
4710885646205	4	49
4710885646205	5	50
4710885646205	6	51
4710885646205	2	52
4710885646205	2	53
4710885671801	1	0
4710885671801	2	1
4710885671801	2	2
4710885671801	5	3
4710885671801	1	5
4710885671801	2	6
4710885671801	4	7
4710885671801	1	8
4710885671801	1	52
4710885671801	2	53
4710885672808	2	0
4710885672808	3	1
4710885672808	1	2
4710885672808	2	3
4710885672808	4	6
4710885672808	7	7
4710885672808	1	8
4710885672808	1	44
4710885672808	3	45
4710885672808	1	46
4710885672808	2	52
4710885672808	2	53
4710885674802	7	0
4710885674802	13	1
4710885674802	9	2
4710885674802	10	3
4710885674802	7	4
4710885674802	6	5
4710885674802	7	6
4710885674802	8	7
4710885674802	6	8
4710885674802	1	44
4710885674802	4	45
4710885674802	7	46
4710885674802	3	47
4710885674802	4	49
4710885674802	5	50
4710885674802	1	51
4710885674802	3	52
4710885674802	1	53
4710892100028	1	0
4710892100028	28	1
4710892100028	23	2
4710892100028	4	3
4710892100028	5	4
4710892100028	3	5
4710892100028	15	6
4710892100028	1	44
4710892100028	8	45
4710892100028	5	46
4710892100028	5	47
4710892100028	5	48
4710892100028	3	49
4710892100028	24	50
4710892100028	5	51
4710892100028	11	52
4710892111024	1	1
4710892111024	4	2
4710892111024	2	3
4710892111024	4	4
4710892111024	3	5
4710892111024	2	6
4710892111024	3	7
4710892111024	5	8
4710892111024	2	44
4710892111024	8	45
4710892111024	8	46
4710892111024	6	47
4710892111024	2	48
4710892111024	4	49
4710892111024	3	50
4710892111024	1	51
4710892111024	2	53
4710892201275	4	0
4710892201275	17	1
4710892201275	22	2
4710892201275	7	3
4710892201275	5	4
4710892201275	8	5
4710892201275	13	6
4710892201275	13	7
4710892201275	8	8
4710892201275	1	44
4710892201275	9	45
4710892201275	12	46
4710892201275	9	47
4710892201275	17	48
4710892201275	4	49
4710892201275	16	50
4710892201275	7	51
4710892201275	12	52
4710892201275	3	53
4710892632017	9	0
4710892632017	43	1
4710892632017	88	2
4710892632017	59	3
4710892632017	21	4
4710892632017	27	5
4710892632017	44	6
4710892632017	49	7
4710892632017	27	8
4710892632017	11	44
4710892632017	23	45
4710892632017	23	46
4710892632017	19	47
4710892632017	16	48
4710892632017	29	49
4710892632017	28	50
4710892632017	13	51
4710892632017	14	52
4710894900916	1	44
4710894900916	7	45
4710894900916	10	46
4710894900916	1	47
4710905340113	1	0
4710905340113	9	1
4710905340113	7	2
4710905340113	10	3
4710905340113	3	4
4710905340113	6	5
4710905340113	10	6
4710905340113	8	7
4710905340113	2	8
4710905340113	6	44
4710905340113	12	45
4710905340113	12	46
4710905340113	13	47
4710905340113	14	48
4710905340113	11	49
4710905340113	9	50
4710905340113	6	51
4710905340113	4	52
4710905340113	2	53
4710908110119	1	8
4710908110232	11	0
4710908110232	3	1
4710908110232	10	2
4710908110232	7	3
4710908110232	4	4
4710908110232	4	5
4710908110232	4	6
4710908110232	253	7
4710908110232	444	8
4710908110232	2	44
4710908110232	7	45
4710908110232	11	46
4710908110232	15	47
4710908110232	18	48
4710908110232	26	49
4710908110232	11	50
4710908110232	13	51
4710908110232	1	53
4710908110362	4	1
4710908110362	2	2
4710908110362	4	3
4710908110362	67	4
4710908110362	163	5
4710908110362	139	6
4710908110362	3	7
4710908110362	4	8
4710908110362	1	44
4710908110362	2	45
4710908110362	1	47
4710908110362	1	49
4710908110362	3	50
4710908110362	1	51
4710908110362	2	52
4710908111116	7	0
4710908111116	9	1
4710908111116	135	2
4710908111116	142	3
4710908111116	42	4
4710908111116	4	5
4710908111116	11	6
4710908111116	12	7
4710908111116	11	8
4710908111116	28	44
4710908111116	114	45
4710908111116	89	46
4710908111116	6	47
4710908111116	3	48
4710908111116	13	49
4710908111116	44	50
4710908111116	35	51
4710908111116	26	52
4710908111116	4	53
4710908114117	1	0
4710908114117	2	1
4710908114117	35	2
4710908114117	25	3
4710908114117	12	4
4710908114117	1	5
4710908114117	4	6
4710908114117	2	7
4710908114117	2	8
4710908114117	3	44
4710908114117	5	45
4710908114117	3	46
4710908114117	7	48
4710908114117	11	49
4710908114117	8	50
4710908114117	2	51
4710908114117	2	52
4710908114117	1	53
4710908120019	32	0
4710908120019	38	1
4710908120019	92	2
4710908120019	91	3
4710908120019	171	4
4710908120019	124	5
4710908120019	58	6
4710908120019	79	7
4710908120019	57	8
4710908120019	2	46
4710908120019	1	47
4710908120019	3	48
4710908120019	1	49
4710908120019	10	50
4710908120019	34	52
4710908120019	32	53
4710908131114	2	1
4710908131114	1	2
4710908131114	1	3
4710908131114	1	4
4710908131114	3	45
4710908131114	5	47
4710908131114	1	48
4710908131114	2	50
4710908131114	1	51
4710908131114	2	53
4710908131534	1	0
4710908131534	27	1
4710908131534	153	2
4710908131534	150	3
4710908131534	67	4
4710908131534	11	5
4710908131534	17	6
4710908131534	18	7
4710908131534	15	8
4710908131534	32	44
4710908131534	59	45
4710908131534	47	46
4710908131534	121	47
4710908131534	162	48
4710908131534	109	49
4710908131534	135	50
4710908131534	5	51
4710908131534	9	52
4710908131534	5	53
4710908131589	6	0
4710908131589	12	1
4710908131589	25	2
4710908131589	12	3
4710908131589	10	4
4710908131589	10	5
4710908131589	30	6
4710908131589	54	7
4710908131589	31	8
4710908131589	53	44
4710908131589	191	45
4710908131589	136	46
4710908131589	316	47
4710908131589	345	48
4710908131589	304	49
4710908131589	130	50
4710908131589	8	51
4710908131589	4	52
4710908131589	3	53
4710908131824	6	0
4710908131824	44	44
4710908131824	111	45
4710908131824	99	46
4710908131824	166	47
4710908131824	111	48
4710908131824	84	49
4710908131824	34	50
4710908131824	27	51
4710908131824	47	52
4710908131824	8	53
4710931100040	2	1
4710931100040	5	2
4710931100040	9	3
4710931100040	2	4
4710931100040	2	6
4710931100040	1	7
4710931100040	2	8
4710931100040	3	44
4710931100040	1	45
4710931100040	4	47
4710931100040	6	48
4710931100040	1	49
4710931100040	5	50
4710931100040	1	51
4710931100088	1	0
4710931100088	1	1
4710931100088	1	2
4710931100088	5	3
4710931100088	1	6
4710931100088	1	8
4710931100088	2	44
4710931100088	2	46
4710931100088	3	47
4710931100088	1	48
4710931100088	1	50
4710931200047	1	1
4710931200047	2	2
4710931200047	3	3
4710931200047	1	6
4710931200047	1	44
4710931200047	1	45
4710931200047	1	47
4710931200047	1	53
4710931300082	4	1
4710931300082	2	2
4710931300082	3	3
4710931300082	3	4
4710931300082	1	5
4710931300082	1	45
4710931300082	2	47
4710931300082	5	48
4710931300082	1	49
4710931300082	1	50
4710931300099	1	1
4710931300099	3	2
4710931300099	3	3
4710931300099	4	4
4710931300099	1	5
4710931300099	1	8
4710931300099	1	44
4710931300099	3	46
4710931300099	2	47
4710931300099	5	48
4710931300099	1	49
4710931300099	4	50
4710931300099	1	51
4710931300112	4	2
4710931300112	7	3
4710931300112	1	4
4710931300112	2	5
4710931300112	3	6
4710931300112	1	44
4710931300112	3	47
4710931300112	2	48
4710931300112	1	49
4710931300112	1	51
4710931300129	1	0
4710931300129	2	8
4710931300129	2	45
4710931300129	1	46
4710931300129	1	50
4710931300129	1	51
4710931300129	1	53
4710931300136	3	1
4710931300136	1	2
4710931300136	4	3
4710931300136	1	5
4710931300136	3	45
4710931300136	2	46
4710931300136	2	47
4710931300136	3	50
4710931300136	2	52
4710931300136	1	53
4710931400027	1	44
4710931400027	1	45
4710931400027	1	46
4710931500017	1	0
4710931500017	1	1
4710931500017	1	2
4710931500017	1	3
4710931500017	1	4
4710931500017	1	5
4710931500017	2	6
4710931500017	1	46
4710931500017	1	47
4710931500017	3	49
4710931500017	1	50
4710931500062	1	0
4710931500062	4	1
4710931500062	4	2
4710931500062	8	3
4710931500062	2	4
4710931500062	4	5
4710931500062	1	6
4710931500062	1	44
4710931500062	1	45
4710931500062	2	47
4710931500062	1	48
4710931500062	1	49
4710931500062	3	50
4710931500062	1	51
4710931600113	3	3
4710931600113	2	4
4710931600113	1	45
4710931600113	1	48
4710931600120	1	0
4710931600120	2	2
4710931600120	5	3
4710931600120	3	4
4710931600120	2	5
4710931600120	2	6
4710931600120	1	44
4710931600120	1	45
4710931600120	1	46
4710931600120	2	47
4710931600120	1	48
4710931600120	1	49
4710931600120	1	50
4710931600120	1	51
4710931600137	2	0
4710931600137	4	1
4710931600137	3	2
4710931600137	2	3
4710931600137	2	4
4710931600137	1	5
4710931600137	1	48
4710931600144	1	0
4710931600144	2	1
4710931600144	1	2
4710931600144	9	3
4710931600144	4	44
4710931600144	2	46
4710931600144	1	47
4710931600151	3	1
4710931600151	2	3
4710931600151	1	44
4710931600151	1	45
4710931600151	1	48
4710931600151	2	49
4710931600151	1	50
4710931600151	1	51
4710931600151	1	52
4710931600168	1	0
4710931600168	10	2
4710931600168	3	3
4710931600168	1	4
4710931600168	2	6
4710931600168	1	7
4710931600168	2	8
4710931600168	4	45
4710931600168	2	47
4710931600168	5	48
4710931600168	1	50
4710931600168	3	51
4710931600175	1	0
4710931600175	8	2
4710931600175	12	3
4710931600175	1	5
4710931600175	2	7
4710931600175	4	8
4710931600175	1	48
4710931600175	2	50
4710931600182	3	3
4710931600182	1	4
4710931600182	2	6
4710931600182	1	7
4710931600182	1	44
4710931600182	1	45
4710931600182	3	50
4710931600182	1	51
4710931600182	1	53
4710932000011	6	0
4710932000011	1	1
4710932000011	1	2
4710932000011	1	3
4710932000011	1	4
4710932000011	2	44
4710932000011	2	45
4710932000011	2	46
4710932000011	2	47
4710932000011	7	49
4710932000011	9	50
4710932000011	5	51
4710932000011	1	52
4710932000011	1	53
4710932000028	1	3
4710932000042	4	1
4710932000042	3	3
4710932000042	3	5
4710932000042	1	6
4710932000042	2	7
4710932000042	1	8
4710932000042	2	46
4710932000042	6	47
4710932000042	6	48
4710932000042	5	50
4710932000134	4	0
4710932000134	6	1
4710932000134	7	2
4710932000134	15	3
4710932000134	2	6
4710932000134	1	8
4710932000134	5	44
4710932000134	9	45
4710932000134	5	46
4710932000134	7	47
4710932000134	10	48
4710932000134	5	49
4710932000134	8	50
4710932000134	3	51
4710932000134	2	52
4710932000134	2	53
4710932000219	1	2
4710932000462	1	49
4710932000462	1	52
4710932000486	2	2
4710932000486	1	3
4710932000486	1	46
4710932000486	2	49
4710932000486	2	50
4710932000486	5	51
4710932000486	2	52
4710932000820	3	1
4710932000820	6	2
4710932000820	4	3
4710932000820	4	4
4710932000820	1	5
4710932000820	7	6
4710932000820	7	7
4710932000820	5	8
4710932000820	1	46
4710932000820	4	47
4710932000820	2	48
4710932000820	2	49
4710932000820	4	50
4710932000820	1	51
4710932000820	1	52
4710932000820	3	53
4710932001452	1	2
4710932001452	1	3
4710932001452	1	4
4710932001452	2	5
4710932001452	1	7
4710932001452	1	8
4710932001452	1	44
4710932001452	2	46
4710932001452	1	48
4710932001452	2	49
4710932001452	1	50
4710934900623	5	44
4710934900623	4	45
4710934900623	3	46
4710934900623	2	47
4710934900623	6	48
4710934900623	1	50
4710934900647	1	0
4710934900647	1	45
4710934900647	2	46
4710934900647	3	47
4710934900647	2	48
4710934900647	1	49
4710934900647	1	51
4710934900661	3	44
4710934900661	2	45
4710934900661	2	46
4710934900661	3	47
4710934900661	3	48
4710934900661	1	51
4710934900685	4	44
4710934900685	5	45
4710934900685	4	46
4710934900685	4	47
4710934900685	2	48
4710934900685	3	49
4710934900685	4	50
4710934900685	2	51
4710938237220	4	0
4710938237220	9	1
4710938237220	14	2
4710938237220	21	3
4710938237220	7	4
4710938237220	4	5
4710938237220	3	6
4710938237220	6	7
4710938237220	3	8
4710938237220	2	44
4710938237220	6	45
4710938237220	6	46
4710938237220	12	47
4710938237220	3	48
4710938237220	2	49
4710938237220	8	50
4710938237220	5	51
4710938237220	3	52
4710938237220	1	53
4710941500069	3	45
4710941500069	2	46
4710941500069	2	48
4710941500069	2	49
4710941500069	3	50
4710943100113	1	0
4710943100113	6	1
4710943100113	4	2
4710943100113	5	3
4710943100113	4	4
4710943100113	7	5
4710943100113	2	6
4710943100113	2	7
4710943100113	3	8
4710943100113	5	44
4710943100113	2	45
4710943100113	1	46
4710943100113	3	47
4710943100113	5	48
4710943100113	2	49
4710943100113	7	50
4710943100113	2	51
4710943100113	2	52
4710943100113	1	53
4710943100137	1	2
4710943100137	1	3
4710943100137	3	4
4710943100137	1	5
4710943100137	1	6
4710943100137	3	7
4710943100137	2	8
4710943100137	1	44
4710943100137	3	45
4710943100137	2	46
4710943100137	1	47
